ID Number,Number,Image,Topic,Reading,Front,Back,
907,137,,Quantitative Methods,9,How would you use a binomial tree to describe stock price movements?,"Use a Bernoulli trial in which the probability of a stock price increasing by some interval occurs with probability p, and the probability of it decreasing by the same interval occurs with probability 1-p.",EndOfLine
908,138,Y,Quantitative Methods,9,What is a continuous uniform distribution?,The continuous uniform distribution is one in which all intervals of the same length along the range of the distribution are equally probable. The probability density function of the continuous uniform distribution is:,EndOfLine
909,139,,Quantitative Methods,9,What is the probability of x in a continuous uniform distribution?,The probability of any single value in a continuous distribution is always zero. Probabilities must be expressed in intervals when using continuous distributions.,EndOfLine
910,140,,Quantitative Methods,9,What are the key properties of a normal distribution?,The key properties of a normal distribution are: NLN1. It is completely described by two parameters - its mean and variance (or standard deviation). NLN2. It has a skewness of zero and a kurtosis of three. NLN3. Any linear combination of two or more normal random variables is also normally distributed.,EndOfLine
911,141,,Quantitative Methods,9,What is a univariate distribution?,A univariate distribution describes a single random variable.,EndOfLine
912,142,,Quantitative Methods,9,What is a multivariate distribution?,A multivariate distribution specifies the probabilities for a group of related random variables.,EndOfLine
914,143,,Quantitative Methods,9,What is the two-sided confidence interval for a normally distributed random variable if the alpha is 5%?,The confidence interval is within 1.96 standard deviations from the expected value of the random variable.,EndOfLine
915,144,,Quantitative Methods,9,What is the one-sided confidence interval for a normally distributed random variable if the alpha is 5%?,The confidence interval is within 1.65 standard deviations on the appropriate side of the expected value of the random variable. ,EndOfLine
916,145,,Quantitative Methods,9,What is the standard normal distribution?,The standard normal distribution is a normal distribution whose mean is zero and deviation is 1.,EndOfLine
917,146,Y,Quantitative Methods,9,How would you standardize a random variable?,"To standardize a random variable, create a new random variable Z such that:",EndOfLine
918,147,,Quantitative Methods,9,How would you determine the probability of observing a value as small or smaller than X using a standardized normal distribution?,"Calculate the Z (standardized random variable) of the original value X; then, use the appropriate table (usually provided in conventional notation for the cdf of a standard normal variable) to approximate the cumulative probability over that interval.",EndOfLine
919,148,,Quantitative Methods,9,What is shortfall risk?,Shortfall risk is the risk that an investment's actual return will be less than some minimum acceptable return needed to meet one's investment goals over some period of time.,EndOfLine
920,149,Y,Quantitative Methods,9,What is the safety-first ratio?,The safety-first ratio is:,EndOfLine
920,150,Y,Quantitative Methods,9,What is Roy's safety-first criterion?,"Roy's safety-first criterion states that the optimal portfolio minimizes the probability that the return of the portfolio falls below the minimum threshold level. In other terms, the optimal portfolio is the one that maximizes the safety-first ratio:",EndOfLine
922,151,,Quantitative Methods,9,What is a lognormal distribution?,A log-normal distribution is a probability distribution whose logarithm is normally distributed. Lognormal distributions are typically used to represent asset prices.,EndOfLine
923,152,,Quantitative Methods,9,Why is a lognormal distribution used to model asset prices?,This is true because model asset prices (with few exceptions) cannot take on negative values.,EndOfLine
924,153,,Quantitative Methods,9,How do you calculate a rate of return from a continuous rate?,"The stated rate before continuous compounding is: ln(1+HPR) where HPR is the holding period return, after accounting for continouous compounding.",EndOfLine
925,154,,Quantitative Methods,9,What is a Monte Carlo simulation?,Monte Carlo simulations are a class of computation algorithms that use heavily repeated random sampling to compute their results. They typically follow a particular pattern: NLN1. Define a domain of possible inputs. NLN2. Generate inputs randomly using a specified probability distribution for each. NLN3. Perform a deterministic computation using the inputs. NLN4. Aggregate the results of the individual computations into the final result.,EndOfLine
